title,averageRating
Tess of the D'Urbervilles,5.2
Tess of the D'Urbervilles,5.2
"Thor, Lord of the Jungles",5.6
"Thor, Lord of the Jungles",5.6
Junglens Herre,5.6
Three Friends,6.0
Three Friends,6.0
Tre Venner,6.0
Trial by Fire,7.2
Through Fire and Air,7.2
Through Fire and Air,7.2
A Timely Interception,6.3
A Timely Interception,6.3
Toplitsky and Company,4.8
Toplitsky & Co.,4.8
Toplitsky and Company,4.8
The Turkish Bath,4.8
Traffic in Souls,6.0
Traffic in Souls,6.0
Traffic in Souls,6.0
Kampen mot den hvita slafhandeln,6.0
Tráfico de almas,6.0
Taistelu valkoista orjakauppaa vastaan,6.0
Tráfico de Almas,6.0
Seelenhändler,6.0
Торговля людьми,6.0
Two Men of the Desert,6.0
Two Men of the Desert,6.0
Pompejii sista dagar och undergång,6.1
Die letzten Tage von Pompeji,6.1
Последние дни Помпеи,6.1
Pompejis sista dagar,6.1
Os Últimos Dias de Pompeia,6.1
Pompejis sidste Dage,6.1
Gli ultimi giorni di Pompei,6.1
Gli ultimi giorni di Pompei,6.1
Ostatnie dni Pompejów,6.1
Последните дни на Помпей,6.1
Ostatnie dni Pompei,6.1
Les derniers jours de Pompei,6.1
De laatste dagen van Pompeï,6.1
Los últimos días de Pompeya,6.1
Pompei utolsó napjai,6.1
The Last Days of Pompeii,6.1
The Last Days of Pompeii,6.1
Pompeijin viimeiset päivät ja häviö,6.1
An Unwelcome Guest,5.6
The Unwelcome Guest,5.6
The Unwelcome Guest,5.6
The Vampire,6.8
The Vampire,6.8
The Vampire,6.8
Vampyren eller En Kvindes Magt,6.8
Vampyren,6.8
Vampyren eller En kvinnas slav,6.8
Vampyren eller En Kvindes Magt,6.8
Liebeswahn,6.8
Slavisk storm,6.8
Vampyren,6.8
Egy éj Velencében,5.1
A Venetian Night,5.1
Noc wenecka,5.1
A velenczei éj,5.1
Notti veneziane,5.1
Eine venezianische Nacht,5.1
Eine venezianische Nacht,5.1
Victory,5.7
Victory,5.7
Путешествие семьи Бурришон,5.0
The Voyage of the Bourrichon Family,5.0
The Voyage of the Bourrichon Family,5.0
Le voyage de M. Bourrichon,5.0
Le voyage de la famille Bourrichon,5.0
A Bourrichon család utazása,5.0
Le voyage de la famille Bourrichon,5.0
Podróż rodziny Bourrichon,5.0
The Voyage of the Bourrichon Family,5.0
The Wanderer,5.1
The Wanderer,5.1
The Ways of Fate,5.0
The Ways of Fate,5.0
The Werewolf,5.9
The Werewolf,5.9
The Werewolf,5.9
Maria la pazzerella straffotente,4.8
When Mary Grew Up,4.8
When Mary Grew Up,4.8
"Mary, le garçon manqué",4.8
Die kleine Apfeldiebin,4.8
De Aardbeving,5.5
When the Earth Trembled,5.5
Da Jorden skælvede,5.5
Erdbeben,5.5
De aardbeving,5.5
When the Earth Trembled or the Power of Love,5.5
"When the Earth Trembled; or, the Strength of Love",5.5
When the Earth Trembled,5.5
When the Earth Trembled,5.5
Quand le terre trembla,5.5
Who Will Marry Mary?,5.2
Who Will Marry Mary?,5.2
Will Power,6.8
Will Power,6.8
Hvor er Coletti?,6.2
Wo ist Coletti?,6.2
Where Is Coletti?,6.2
Wo ist Coletti?,6.2
The Yaqui Cur,6.5
The Yaqui Cur,6.5
"The $5,000,000 Counterfeiting Plot",6.7
"The $5, 000, 000 Counterfeiting Plot",6.7
'Cross the Mexican Line,6.8
'Cross the Mexican Line,6.8
'Round the World in 80 Days,5.3
Maailman ympäri 80:ssä päivässä,5.3
Put oko sveta za 80 dana,5.3
'Twas the Night Before Christmas,5.6
'Twas the Night Before Christmas,5.6
On His Majesty's Service,6.1
On His Majesty's Service,6.1
0-18 or A Message from the Sky,6.1
A 300 éves ember,6.5
A 300 éves ember,6.5
Absinthe,5.1
De drankduivel,5.1
Absinthe,5.1
Across the Pacific,4.1
Across the Pacific,4.1
Across the Pacific,4.1
The Active Life of Dolly of the Dailies,6.0
Dolly of the Dailies,6.0
The Active Life of Dolly of the Dailies,6.0
The Adventures of Andy Clark,4.6
The Adventures of Andy,4.6
The Adventures of Andy Clark,4.6
The Life of Buffalo Bill,6.4
The Adventures of Buffalo Bill,6.4
The Adventures of Buffalo Bill,6.4
The Adventures of Kitty Cobb,6.4
The Adventures of Kitty Cobb,6.4
The Adventures of Kitty Cobb,6.4
After the Ball,6.0
After the Ball,6.0
El alcalde de Zalamea,4.0
El alcalde de Zalamea,4.0
Alexandra,5.1
Alexandra,5.1
Syndefaldet,5.1
Alexandra oder: Die Rache ist mein,5.1
Alexandra,5.1
Liefdesmart,5.1
Ambrose's First Falsehood,5.8
Ambrose's First Falsehood,5.8
The Dummy Murder,5.3
Ambrose's Little Hatchet,5.3
Ambrose's Little Hatchet,5.3
America,3.3
America,3.3
America,3.3
An American Citizen,7.4
An American Citizen,7.4
An American Citizen,7.4
Анна Каренина,5.2
Anna Karenina,5.2
Anna Karenina,5.2
Anna Karenina,5.2
Golddigger,4.4
Kopacz złota,4.4
Az aranyásó,4.4
Az aranyásó,4.4
Dear Eva,6.1
Arme Eva,6.1
Poor Eva,6.1
Arme Eva,6.1
Napolittaren kosto,6.2
Neapolitanskans hämnd,6.2
Proletarpigen,6.2
Assunta Spina,6.2
Sangue Napolitano,6.2
Assunta Spina,6.2
Assunta Spina,6.2
Ассунта Спина,6.2
Ett sonat brott,6.2
At Dawn,7.3
At Dawn,7.3
Auntie's Portrait,5.2
Auntie's Portrait,5.2
Consciência Vingadora,6.4
Zemsta sumienia,6.4
Svedomí zlocinu,6.4
The Avenging Conscience: or 'Thou Shalt Not Kill',6.4
恐ろしき一夜,6.4
La conciencia vengadora,6.4
The Murderer's Conscience,6.4
A bosszúálló lelkiismeret,6.4
Совесть-мститель,6.4
Thou Shalt Not Kill,6.4
Consciência Vingadora,6.4
The Avenging Conscience: or 'Thou Shalt Not Kill',6.4
The Telltale Heart,6.4
Du maa ikke ihjelslaa,6.4
Back to the Farm,6.4
Back to the Farm,6.4
Badehotellet,6.6
"Pardon, a házibarátom!",6.6
Badehotellet,6.6
Kylpyhotelli,6.6
Badhotellet,6.6
Le serment de Rio Jim,6.5
The Two-Gun Man in the Bargain,6.5
The Bargain,6.5
Сделка,6.5
The Bargain,6.5
A Batalha de Elderbusch Gulch,6.1
The Battle of Elderbush Gulch,6.1
Csata Elderbush Gulchnál,6.1
Битва при Элдербушском ущелье,6.1
Die Waisen der Ansiedlung,6.1
The Battle of Elderbush Gulch,6.1
The Battle of the Sexes,6.3
Kampen mellom de to kjønn,6.3
The Battle of the Sexes,6.3
Donna che ama,6.3
The Single Standard,6.3
The Battle of the Sexes,6.3
The Battle of the Sexes,6.3
Wojna płci,6.3
Beating Back,5.6
Beating Back,5.6
Dare Devil Jennings,5.6
Behind the Scenes,6.5
Behind the Scenes,6.5
Behind the Scenes,6.5
The Beloved Adventurer,6.5
The Beloved Adventurer,6.5
Дъждовен сезон,5.4
Between Showers,5.4
Between Showers,5.4
Between Showers,5.4
Carlitos e o Guarda-Chuva,5.4
Между двумя ливнями,5.4
Şarlo ve Şemsiye,5.4
Поміж зливами,5.4
Između pljuskova,5.4
Chaplin a deštník,5.4
El que no corre vuela,5.4
A Rainy Day,5.4
Wśród ulewy,5.4
Todo por un paraguas,5.4
Chaplins Paraply,5.4
Charlot et le parapluie,5.4
In Wrong Thunder and Lightning,5.4
Between Shaves,5.4
The Flirts,5.4
Dia Chuvoso,5.4
Charlie i åskväder,5.4
夕立,5.4
Charlie and the Umbrella,5.4
Charlot y el paraguas,5.4
Chaplin a dáždnik,5.4
The Boer War,6.2
The Boer War,6.2
The Boundary Rider,6.7
The Boundary Rider,6.7
The Line Rider,6.7
In the Revenue Service,6.7
Brewster's Millions,6.5
Brewster's Millions,6.5
Brewster's Millions,6.5
Bright and Early,5.1
Bright and Early,5.1
In the Days of the Thundering Herd,5.8
Para a Terra do Ouro,5.8
The Thundering Herd,5.8
The Wagon Trail,5.8
In the Days of the Thundering Herd,5.8
Burning Daylight: The Adventures of 'Burning Daylight' in Alaska,4.7
The Adventures of 'Burning Daylight' in Alaska,4.7
Burning Daylight: The Adventures of 'Burning Daylight' in Alaska,4.7
Chaplin manzelkou,4.7
Pani Charlie,4.7
多忙な一日,4.7
Una giornata indaffarata,4.7
Madame Charlot,4.7
"Charlot, sufragista",4.7
Militant Suffragette,4.7
Lady Charlie,4.7
A Busy Day,4.7
Naporan dan,4.7
Busy as Can Be,4.7
Şarlo ve Karısı,4.7
Chaplin manželkou,4.7
Беспокойный день,4.7
Напружений день,4.7
A Busy Day,4.7
By the Sun's Rays,5.3
By the Sun's Rays,5.3
Лучами солнца,5.3
Bánk bán,5.2
Bánk bán,5.2
Cabiria,7.1
Cabiria,7.1
Cabiria,7.1
Кабирия,7.1
Cabiria,7.1
Cabiria,7.1
Cabiria,7.1
Cabiria,7.1
Cabiria,7.1
Cabiria,7.1
Cabiria II: Kartagos fall,7.1
Cabiria,7.1
Cabiria,7.1
Cabiria,7.1
Cabiria,7.1
Cabiria,7.1
"Cabiria, Visione Storica del Terzo Secolo A.C.",7.1
Cabiria I: Cabirias ring,7.1
Кабирия,7.1
カビリア,7.1
Cabiria,7.1
Cabiria,7.1
Na Romântica Nova York,5.1
The Call of the North,5.1
The Call of the North,5.1
The Call of the North,5.1
The Adventures of Captain Alvarez,8.0
De zware kapitein,8.0
Kapitein Alvarez,8.0
Captain Alvarez,8.0
Captain Alvarez,8.0
Kaptajn Alvarez,8.0
Kleinschmidt kapitány sarki vadászai,5.2
Captain F.E. Kleinschmidt's Arctic Hunt,5.2
Captain F.E. Kleinschmidt's Arctic Hunt,5.2
Kaptajn Kleinschmidts Polar-Expedition,5.2
Captain Macklin,5.5
Captain Macklin,5.5
Застигнутый в кабаре,5.7
"Charlot, camarero",5.7
チャップリンの総理大臣,5.7
Chaplin som lycksökare,5.7
Chaplin som den falske Baron,5.7
Charlot garçon de café,5.7
Charlie kelnerem,5.7
Bị Lộ Ở Nhà Hàng,5.7
Charlot bugiardo,5.7
Chaplin sklepníkem,5.7
Charlot en el cabaret,5.7
Charlot garzone di caffè,5.7
Caught in a Cabaret,5.7
Charlot chelner,5.7
Faking with Society,5.7
Kaksoiselämää,5.7
Şarlo Garson,5.7
Zatečen u kabareu,5.7
Jazz Waiter,5.7
Caught in a Cabaret,5.7
Prime Minister Charlie,5.7
The Waiter,5.7
Charlie the Waiter,5.7
Caught in the Rain,5.6
Charlot et la somnambule,5.6
Charlie się kocha,5.6
Zatečen na kiši,5.6
Charlot y la sonámbula,5.6
At It Again,5.6
Застигнутый дождем,5.6
とんだ災難,5.6
Chaplin og Søvngængeren,5.6
Chaplin a námesícnice,5.6
Під дощем,5.6
Şarlo Yağmurda,5.6
In the Park,5.6
Who Got Stung?,5.6
Charlot e la sonnambula,5.6
Изненадан от дъжда,5.6
Caught in the Rain,5.6
"De kvinnorna, de kvinnorna",5.6
The Chimes,3.6
The Chimes,3.6
The Chimes,3.6
Cinderella,6.1
Cinderella,6.1
Askungen,6.1
Cinderella,6.1
Cenicienta,6.1
The Stepsister,6.1
Askepot,6.1
Kopciuszek,6.1
Hamupipőke,6.1
Золушка,6.1
Cinderella,6.1
Classmates,5.2
Classmates,5.2
Colonel Heeza Liar's African Hunt,5.4
Colonel Heeza Liar's Big Game Hunt,5.4
Colonel Heeza Liar's African Hunt,5.4
Crossed Wires,6.2
Crossed Wires,6.2
A Telephone Tragedy,6.2
O Marquês,5.3
Charlie jako markiz,5.3
Жестока любов,5.3
Okrutna ljubav,5.3
Charlot aristocratico,5.3
"Жорстока, жорстока любов",5.3
Lord Helpus,5.3
Şarlo Marki,5.3
Chaplin obetí nestastné lásky,5.3
"Cruel, Cruel Love",5.3
Chaplin vid stranden,5.3
Charlot marquis,5.3
"Cruel, Cruel Amor",5.3
痛ましの恋,5.3
"Жестокая, жестокая любовь",5.3
Un amor cruel,5.3
Chaplins ulykkelige Kærlighed,5.3
"Cruel, Cruel Love",5.3
Chaplin obeťou nešťastnej lásky,5.3
Cursed by His Beauty,7.6
Cursed by His Beauty,7.6
Cursed by His Beauty,7.6
The Artist's Model,7.6
The Villain Family,5.0
'Curses!' They Remarked,5.0
'Curses!' They Remarked,5.0
Damon and Pythias,6.3
Damon and Pythias,6.3
Dan,2.7
Dan,2.7
Tanets s vampirom,7.6
Танец вампира,7.6
Dance of the Vampire,7.6
A Dark Lover's Play,6.9
A Nigger Dice Game,6.9
A Dark Lover's Play,6.9
The Decoy,5.8
The Decoy,5.8
The Dishonored Medal,5.8
La medaglia disonorata,5.8
The Dishonored Medal,5.8
Dziecie wielkiego miasta,6.5
Barnet fra gaden,6.5
The Girl from the Street,6.5
Child of the Big City,6.5
Enfants de la cité,6.5
Дитя большого города,6.5
Ditya bolshogo goroda,6.5
Das Kind der Großstadt,6.5
Dodge City Trail,3.7
Música da Serra,3.7
A Filha do Bandido,3.7
Dodge City Trail,3.7
Musica en la Sierra,3.7
A Dog's Love,6.4
A Dog's Love,6.4
Double Crossed,5.0
Double Crossed,5.0
Chaplin som Skruebrækker,5.9
Тесто и динамит,5.9
Charlot panettiere,5.9
Тісто та динаміт,5.9
Dough and Dynamite,5.9
Chaplin som strejkbrytare,5.9
Charlot mitron,5.9
Dough and Dynamite,5.9
Charlie pekarem,5.9
チャップリンとパン屋,5.9
Şarlo Fırıncı,5.9
"Charlot, panadero",5.9
"Chaplin, mint cukrász",5.9
"Charlot, cocinero",5.9
Charlie piekarczykiem,5.9
The New Cook,5.9
The Cook,5.9
Pastel e Dinamite,5.9
Charlot garzone di fornaio,5.9
The Doughnut Designers,5.9
Charlot brutar,5.9
Lova i dinamit,5.9
The Dream Woman,4.9
Женщина во сне,4.9
Женщина во сне,4.9
The Dream Woman,4.9
Le Clan des aigles,5.2
The Eagle's Mate,5.2
The Eagle's Mate,5.2
The Eagle's Mate,5.2
The Egyptian Mummy,5.8
The Egyptian Mummy,5.8
Barnet fra Paris,7.2
L'enfant de Paris,7.2
The Child of Paris,7.2
L'Enfant de Paris,7.2
L'enfant de Paris,7.2
Das Kind von Paris,7.2
Barnen från Paris,7.2
Парижское дитя,7.2
Páris gyermeke,7.2
Engelein,6.4
Pieni enkeli,6.4
Pikku enkeli,6.4
Angyalka,6.4
Aniołek,6.4
Den lille engel,6.4
Den lilla ängeln,6.4
Engelein,6.4
O pequeno anjo,6.4
Enoch Arden,5.8
Enoch Arden,5.8
暗黒界,5.7
The Escape,5.7
The Escape,5.7
New Yorks Mysterier - Part 4: Den mystiske Stemme,6.2
Тайны Нью-Йорка,6.2
New Yorks Hemmelighed - Part 8: Ringens Hemmelighed,6.2
I Misteri di New York,6.2
Los Misterios de Nueva York,6.2
New Yorks Mysterier - 3:e Episoden: Porträttets Hemlighet,6.2
The Exploits of Elaine,6.2
Las Peripecias de Elena,6.2
New Yorks Mysterier - Part 7: Spøgelseshuset,6.2
拳骨,6.2
Les Mystères de New York,6.2
Tayny Nyu Yorka,6.2
New Yorks Hemmeligheder - Part 10: Smuglerskibet,6.2
New Yorks Mysterier - Part 3: Den forgiftede Pil,6.2
The Exploits of Elaine,6.2
New Yorks Mysterier - 5:e Episoden: Den Giftiga Kyssen,6.2
"New Yorks Mysterier - Part 2: Portrættet, der dræber",6.2
The Exploits of Elaine,6.2
New Yorks Mysterier - Part 1: Den hemmelighedsfulde Haand,6.2
New Yorks Mysterier - 1:a Episoden: Den sammanknutna handen,6.2
New Yorks Mysterier - 2:a Episoden: I Järnfängelset,6.2
New Yorks Mysterier - 4:e Episoden: Den mystiska rösten,6.2
New Yorks Mysterier - Part 6: Kineserbyen,6.2
Los Misterios de Nueva York,6.2
New Yorks Mysterier - Sjunde Episoden: Mannen med den röda näsduken,6.2
New Yorks Mysterier - Part 9: Den gule Djævel,6.2
New Yorks Mysterier - Part 5: Dødskysset,6.2
New Yorks Mysterier,6.2
New Yorks Mysterier - Sjätte Episoden: Den Kinesiska Staden,6.2
As Aventuras de Elaine,6.2
Charlot artiste peintre,5.2
The Face on the Barroom Floor,5.2
Обличчя на підлозі бару,5.2
Chaplin malírem,5.2
Chaplin maliarom,5.2
Tip u točionici,5.2
The Face on the Barroom Floor,5.2
"Charlot, pintor",5.2
Pintor Apaixonado,5.2
Лицо на полу бара,5.2
Charlie Chaplin som artist,5.2
The Face on the Barroom Floor,5.2
Chaplin som Othello,5.2
Şarlo Ressam,5.2
Charlot pittore,5.2
Charlie jako malarz,5.2
チャップリンの画工,5.2
Charlot Pintor,5.2
Fantomas Vs. Fantomas,6.8
El polizonte apache,6.8
Fantomas IV,6.8
Fantômas contre Fantômas,6.8
Fantômas contre Fantômas,6.8
Fantomas contra Fantomas,6.8
Fantomas: Fantomas vastaan Fantomas,6.8
Фантомас против Фантомаса,6.8
Fantomas IV: Fantomas gegen Fantomas,6.8
Fantômas versus Fantômas,6.8
Den døde mands fingeraftryk,6.8
Fantomas - Fingeraftrykkene,6.8
Le Policier apache,6.8
Fantomas 4: Fantomas contra Fantomas,6.8
Фантомас проти Фантомаса,6.8
Fantomas: Fantomas vs. Fantomas,6.8
Fantomas contro Fantomas,6.8
Murhenäytelmä naamiaisissa,6.8
Fantomas gegen Fantomas,6.8
Tragedien på maskeradbalen,6.8
Fantomas: Tragedin på maskeradbalen,6.8
Murhenäytelmä naamiaistansseissa,6.8
Fantomas: The Mysterious Finger Print,6.8
Fantomas Against Fantomas,6.8
Their Fatal Bumping,6.4
Their Fatal Bumping,6.4
Chaplin ako nápadník,5.4
The Fatal Mallet,5.4
The Pile Driver,5.4
The Fatal Mallet,5.4
The Rival Suitors,5.4
Chaplin jako nápadník,5.4
Kobna palica,5.4
Hit Him Again,5.4
The Fatal Mallet,5.4
A Maleta Fatal,5.4
Роковой молоток,5.4
Chaplin i Knibe,5.4
Le maillet de Charlot,5.4
Şarlo ve Çekiç,5.4
Фатальний молоток,5.4
Młotek Charliego,5.4
Mabels tre friare,5.4
The Fatal Mallet,5.4
Charlot e il martello,5.4
El mazo de Charlot,5.4
チャップリンの衝突,5.4
Fatty and Minnie He-Haw,5.1
Fatty chez les Peaux-Rouges,5.1
Fatty and Minnie He-Haw,5.1
Park Troubles,5.1
Fatty's Jonah Day,5.1
Fatty's Jonah Day,5.1
Fatty's Hoodoo Day,5.1
Чудесные штаны Фатти,5.3
As Calças Mágicas de Fatty,5.3
La culotte magique de Fatty,5.3
Fatty's Magic Pants,5.3
Fatty's Magic Pants,5.3
Fatty's Suitless Day,5.3
Fantomas: Den falska undersökningsdomaren,6.7
Fantomas V: Der falsche Ermittler,6.7
Fingido Magistrado,6.7
Den falska undersökningsdomaren,6.7
Petollinen tutkintotuomari,6.7
Підставний суддя,6.7
Фальшивый судья,6.7
Le faux magistrat,6.7
Le faux magistrat,6.7
Fantomas -?!,6.7
Väärä tutkintotuomari,6.7
Fantômas: The False Magistrate,6.7
Fantomas 5: El falso magistrado,6.7
Der falsche Ermittler,6.7
Il falso magistrato,6.7
Fantomas: Valetuomari,6.7
The False Magistrate,6.7
Fantomas - El falso magistrado,6.7
The Female Cop,6.2
The Female Cop,6.2
En el país de los molinos,5.8
Het meisje uit Delft,5.8
La tulipe d'or,5.8
A Tragedy in the Clouds,5.8
La fille de Delft,5.8
Jugendliebe,5.8
Loyalty,5.8
Loyalty,5.8
Het meisje uit de bloemenvelden,5.8
Charlot no Cinema,5.6
Joãozinho na Película,5.6
A Film Johnnie,5.6
Chaplin filmer,5.6
Chaplin mezi filmari,5.6
Charlot fait du cinéma,5.6
Кинематографический Джонни,5.6
Charlie gra w filmie,5.6
Film Johnny: Chaplin jaký byl pred 20 lety,5.6
Charlie the Actor,5.6
Charlot y el fuego,5.6
チャップリンの活動狂,5.6
A Film Johnnie,5.6
Charlot fa del cinema,5.6
Charlie at the Studio,5.6
Movie Nut,5.6
Film o Johnnym,5.6
Chaplin på biograf,5.6
На снимачната площадка,5.6
Film Johnny,5.6
Кіно-Джонні,5.6
Million Dollar Job,5.6
Şarlo Filmci,5.6
Džonijev film,5.6
Fire and Sword,6.6
Fire and Sword,6.6
Ошибка флирта,5.2
A Flirt's Mistake,5.2
A Flirt's Mistake,5.2
The Hindoo,5.2
The Floor Above,4.5
The Floor Above,4.5
A Florida Enchantment,5.9
A Florida Enchantment,5.9
Lillians förvandling,5.9
She Wanted a Car,4.4
A Fool There Was,4.4
Embrasse-moi idiot,4.4
For Her Father's Sins,5.6
For Her Father's Sins,5.6
For Those Unborn,5.0
For Those Unborn,5.0
Fräulein Seifenschaum,6.1
Miss Soapsuds,6.1
Miss Soapsuds,6.1
Fräulein Seifenschaum,6.1
Miss Soapsuds,6.1
Miss Soapsuds,6.1
Signorina schiuma di sapone,6.1
L'avenir dévoilé par les lignes de pieds,5.2
L'avenir dévoilé par les lignes de pieds,5.2
Future Revealed by the Lines of the Feet,5.2
The Gangsters,6.1
The Gangsters of New York,6.1
The Gangsters of New York,6.1
Hladnokrvni,5.6
Chaplin har ingen Nerver,5.6
Gentlemen of Nerve,5.6
アルコール自動車競争の巻,5.6
Невозмутимые джентльмены,5.6
Şarlo Yarışlarda,5.6
Mabel y Charlot en las carreras,5.6
Chaplin na automobilových pretekoch,5.6
Знервований джентльмен,5.6
Carlitos e Mabel Assistem às Corridas,5.6
Chaplin na automobilových závodech,5.6
Gentlemen of Nerve,5.6
Charlot e Mabel alle corse,5.6
Some Nerve,5.6
Autoja ja hakkailua,5.6
Charlie i Mabel na wyścigach,5.6
Charlie at the Races,5.6
Chaplins äventyr,5.6
Charlot et Mabel aux courses,5.6
Динозавр Герти,7.1
恐龍葛蒂,7.1
Gertie the Dinosaur,7.1
Gertie the Trained Dinosaur,7.1
Gertie il dinosauro,7.1
Gertie the Dinosaur,7.1
恐竜ガーティ,7.1
Gertie the Dinosaur,7.1
"Gertie, a dinoszaurusz",7.1
"Winsor Mc Cay, the Famous Cartoonist, and Gertie",7.1
Gertie,7.1
"Gertie, o Dinossauro",7.1
Charlot et Mabel en promenade,5.5
Charlot tiene una mujer celosa,5.5
Carlitos e Mabel de Passeio,5.5
Charlie flirtuje,5.5
Exchange Is No Robbery,5.5
A Fair Exchange,5.5
Charlie flirtuje,5.5
Hello Everybody,5.5
Знайомство,5.5
Charlot si Mabel la plimbare,5.5
Charlie i Mabel na spacerze,5.5
Getting Acquainted,5.5
Charlot e la moglie gelosa,5.5
夫婦交換騒動,5.5
Şarlo Flört Ediyor,5.5
Состоявшееся знакомство,5.5
Kuhertelua puistossa,5.5
I parken,5.5
A Fair Exchange,5.5
The Ghost Breaker,4.5
The Ghost Breaker,4.5
The Ghost Breaker,4.5
The Giants-White Sox Tour,4.6
Giants-White Sox World Tour,4.6
The Giants-White Sox Tour,4.6
Cajus Julius Caesar,6.3
Cajus Julius Caesar,6.3
Julius Caesar,6.3
Cayo Julio César,6.3
Giulio Cesare,6.3
Júlio César,6.3
Julius Caesar,6.3
The Monster of Fate,6.7
The Golem,6.7
Голем,6.7
Der Golem,6.7
Gólem,6.7
El golem,6.7
El golem,6.7
Der Golem,6.7
ゴーレム,6.7
Golem,6.7
Le golem,6.7
Голем,6.7
Golem - Menneske eller Dæmon?,6.7
Der Golem,6.7
A Good Little Devil,6.0
A Good Little Devil,6.0
Pyszny diabełek,6.0
A Good Little Devil,6.0
The Good-for-Nothing,4.1
The Good-for-Nothing,4.1
Goodness Gracious,8.7
"Goodness Gracious; or, Movies as They Shouldn't Be",8.7
Goodness Gracious,8.7
The Great Leap: Until Death Do Us Part,6.2
The Great Leap: Until Death Do Us Part,6.2
The Great Leap: Until Death Do Us Part,6.2
The Great Toe Mystery,5.5
The Great Toe Mystery,5.5
Halvblod,7.0
Halfblod eller Främlingen från norden och flickan af södern,7.0
Half Breed,7.0
Halvblod,7.0
Sekarotua eli Pohjolan poika ja etelän tyttö,7.0
The Hazards of Helen,6.9
The Hazards of Helen,6.9
The Hazards of Helen,6.9
Hearts Adrift,6.3
Hearts Adrift,6.3
Hearts and Diamonds,5.1
Hearts and Diamonds,5.1
On a Busy Wire,5.1
"Hola, Mabel",5.1
"Hello, Mabel",5.1
"Hello, Mabel",5.1
The Helpful (?) Sisterhood,5.5
A Helpful Sisterhood,5.5
A Helpful Sisterhood,5.5
A titokzatos X,6.8
Salaperäinen X,6.8
Мистериозният Х,6.8
O X misterioso,6.8
The Mysterious X,6.8
Таинственный Х,6.8
Det hemlighetsfulla X,6.8
De geheimzinnige X,6.8
Sealed Orders,6.8
Det obekanta X,6.8
Det hemlighetsfulla X,6.8
Det hemmelighedsfulde X,6.8
Nr. 13,6.8
Sealed Orders,6.8
Das geheimnisvolle X,6.8
Orders Under Seal,6.8
Det hemmelighedsfulde X,6.8
Chaplins Yndlingsbeskæftigelse,5.0
Charlot extremadamente elegante,5.0
The Reckless Fling,5.0
Його улюблена розвага,5.0
His Favorite Pastime,5.0
Carlitos Entre o Bar e o Amor,5.0
Chaplin opilcom,5.0
Charlot est trop galant,5.0
彼がお好みの娯楽,5.0
Его любимое времяпрепровождение,5.0
Charlies favoritnöje,5.0
Charlie's Reckless Fling,5.0
Su pasatiempo favorito,5.0
Njegova omiljena razonoda,5.0
Charlie wybiera między barem a miłością,5.0
Charlie Is Thirsty,5.0
The Bonehead,5.0
Charlot galante,5.0
Şarlo'nun Meşgalesi,5.0
His Favorite Pastime,5.0
Chaplin opilcem,5.0
His Favourite Pastime,5.0
"His Majesty, the Scarecrow of Oz",5.4
"Su Majestad, el Espantapájaros de Oz",5.4
"His Majesty, the Scarecrow of Oz",5.4
オズのかかし陛下,5.4
The Wizard of Oz,5.4
"His Majesty, the Scarecrow of Oz",5.4
"Его величество, чучело страны Оз",5.4
"His Majesty, the Scarecrow",5.4
The New Wizard of Oz,5.4
Óz madárijesztője,5.4
The Scarecrow of Oz,5.4
Charlot facchino,5.9
アルコール先生ピアノの巻,5.9
Его музыкальная карьера,5.9
Charlot déménageur,5.9
Pianoflytteren,5.9
Musical Tramp,5.9
Şarlo Müzisyen,5.9
Charlie som stadsbud,5.9
Pianoflyttemanden,5.9
Його музична кар'єра,5.9
Chaplin stehuje piáno,5.9
His Musical Career,5.9
Charlot domina el piano,5.9
Njegova glazbena karijera,5.9
Musical Tramps,5.9
The Piano Movers,5.9
Carregadores de Pianos,5.9
Jego muzyczna kariera,5.9
Charlie as a Piano Mover,5.9
His Musical Career,5.9
Chaplin opatrovníkem nemocných,5.9
チャップリンの独身,5.9
His New Profession,5.9
Charlie pielęgniarzem,5.9
The Good for Nothing,5.9
His New Profession,5.9
Charlot garde-malade,5.9
La nueva colocación de Charlot,5.9
Його нова професія,5.9
Chaplin opatrovníkom chorých,5.9
Chaplin i sin nya plats,5.9
The Good for Nothing,5.9
Helping Himself,5.9
"Charlot, faquín",5.9
Nova Colocação de Carlitos,5.9
Charlot infermiere,5.9
Şarlo Hemşire,5.9
Его новая профессия,5.9
Njegovo novo zanimanje,5.9
His New Profession,5.9
Chaplin er upålidelig,5.9
Charlot e l'ammalato,5.9
Charlot nudiste,5.3
The Caveman,5.3
Chaplins store Drøm,5.3
A Dream,5.3
His Pre-historic Past,5.3
"Charlot, en la edad de piedra",5.3
Charlot e gli uomini preistorici,5.3
O Passado Pré-Histórico,5.3
Charlie królem,5.3
Его доисторическое прошлое,5.3
El sueño fantástico de Charlot,5.3
アルコール先生原始時代の巻,5.3
Şarlo Nüdist,5.3
Charlot re per un giorno,5.3
His Prehistoric Past,5.3
Його доісторичне минуле,5.3
Chaplin drømmer,5.3
Charlot prehistórico,5.3
The Hula-Hula Dance,5.3
His Prehistoric Past,5.3
Chaplin v praveku,5.3
"Charlot, om preistoric",5.3
His Prehistoric Past,5.3
Charlies dröm,5.3
King Charlie,5.3
His Second Childhood,6.7
His Second Childhood,6.7
His Trysting Places,6.2
Chaplin stastným otcem,6.2
